Compound ID,InChIKey,SMILES,logS,logP,MW,similarity_scores_with_oral_bioavail_test_dataset
C223,LAIUFBWHERIJIH-MRVPVSSYSA-N,CCCC[C@@H](CC)C,-5.1599998,3.2227,114.229,0.162162162
C4844,NUUUXJAVFDBNRA-UHFFFAOYSA-N,CCNCCC12CC3CC(C2)CC(C1)C3.Cl,-3.505682889,4.3953,243.816,0.162162162
C4845,BCNBYGOPXQXENY-UHFFFAOYSA-N,CNCCCC12CC3CC(C2)CC(C1)C3.Cl,-3.505682889,4.3953,243.816,0.162162162
C627,GDOPTJXRTPNYNR-UHFFFAOYSA-N,CC1CCCC1,-3.3,2.1965,84.1595,0.162162162
C5577,UGNWTBMOAKPKBL-UHFFFAOYSA-N,ClC1=C(Cl)C(=O)C(=C(C1=O)Cl)Cl,-2.992754934,2.5166,245.875,0.162162162
C6902,JUIQOABNSLTJSW-UHFFFAOYSA-N,CC1=NCCS1,-2.149277499,0.5872,101.17,0.162162162
C1065,QTBFPMKWQKYFLR-UHFFFAOYSA-N,ClCC(C)C,-2.0,1.8812,92.5673,0.162162162
C7155,PXZBONIIVQBUBP-UHFFFAOYSA-N,CCC1(CC)COCOC1,-1.994654567,1.7971,144.211,0.162162162
C7863,JWLVVNRQYDFQGA-GQCTYLIASA-N,C/C=C(/C(=O)NC(=O)N)\C(C)C,-1.482802173,1.8748,170.209,0.162162162
C8327,UNEPJNUFVDMRKA-UHFFFAOYSA-N,CCCC(CCC)[NH3+].[Cl-],-1.063651269,-1.7989,151.678,0.162162162
C9402,LWVTVUWDPRDWKX-UHFFFAOYSA-L,C[N+](CCC1CC[N+](CC1)(C)C)(C)C.[I-].[I-],0.34277296,-4.4641,454.173,0.162162162
C5838,ARWPUAOHSSHEBZ-UHFFFAOYSA-N,OCCNC(CC12CC3CC(C2)CC(C1)C3)C.Cl,-2.821554764,3.7562,273.842,0.1625
C1965,XWNZVGDZWLLXSJ-UHFFFAOYSA-N,OCC(CC(c1nc2c(s1)nc(s2)C(CC(CO)(C)C)(C)C)(C)C)(C)C,-7.37525415,5.1252,398.626,0.162790698
C2790,ZUCOHTQQOAJHNH-UHFFFAOYSA-L,CC[N+]1(CCCCCC[N+]2(CC)CCCC2)CCCC1.[Br-].[Br-],-5.378568786,-2.2666,442.316,0.162790698
C3620,BGCODIYHPONIJP-UHFFFAOYSA-N,CC(CC12CC3CC(C2)CC(C1)C3)NC(C)C.Cl,-4.417332724,5.1723,271.869,0.162790698
C3825,IBLIMURONGSVLV-UHFFFAOYSA-N,CNC(CC12CC3CC(C1)CC(C2)(C3)Br)C.Cl,-4.230065551,4.9112,322.712,0.162790698
C912,HWGBHCRJGXAGEU-UHFFFAOYSA-N,Cc1cc(=O)[nH]c(=S)[nH]1,-2.4300001,0.7409,142.179,0.162790698
C6564,DIIMOZWYSXJOFG-UHFFFAOYSA-N,OCCNCCC12CC3CC(C2)CC(C1)C3.Cl,-2.365451196,3.3677,259.815,0.162790698
C1129,DURPTKYDGMDSBL-UHFFFAOYSA-N,CCCCOCCCC,-1.85,2.6032,130.228,0.162790698
C7427,IABJZMVJXLVXPQ-UHFFFAOYSA-N,CNC(CC12CC3CC(C1)CC(C2)(C3)O)C.Cl,-1.799772003,3.5086,259.815,0.162790698
C7778,XPLMIWCWJBBEFB-UHFFFAOYSA-N,CN1C(C)C2CCC(C1C)C2,-1.544972887,2.063,153.265,0.162790698
C7937,YKLWSXVRKIUYOM-UHFFFAOYSA-M,CCC(COC(=O)CCC(=O)[O-])(CO)CC.[Na+],-1.428008414,-0.1416,254.255,0.162790698
C1343,HMSVXZJWPVIVIV-ZCFIWIBFSA-N,CC[C@H](C(C)(C)C)O,-1.15,1.8034,116.201,0.162790698
C9420,LJXVGZZEFUHOPD-UHFFFAOYSA-N,NC(=NCCCCSS(=O)(=O)O)N,0.356055998,2.0574,227.305,0.162790698
C9502,OVXQHPWHMXOFRD-UHFFFAOYSA-M,CCOP(=O)(SCC[N+](C)(C)C)OCC.[I-],0.416546156,-0.3891,383.227,0.162790698
C9806,FRTIVUOKBXDGPD-UHFFFAOYSA-M,SCCCS(=O)(=O)[O-].[Na+],0.749102049,0.9323,178.206,0.162790698
C9820,OIPVZGSYIJYEGU-UHFFFAOYSA-N,ClC1CS(=O)(=O)CC1O,0.768003179,0.4639,170.615,0.162790698
C1739,FYPMFJGVHOHGLL-UHFFFAOYSA-N,CC(Sc1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)(Sc1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)C,-11.36117614,9.9083,516.842,0.163265306
C981,BUYMVQAILCEWRR-VKHMYHEASA-N,COP(=O)(O[C@@H](C(Br)(Cl)Cl)Br)OC,-2.28,3.6512,380.784,0.163265306
C986,FOXFZRUHNHCZPX-UHFFFAOYSA-N,CSc1nnc(c(=O)n1N)C(C)(C)C,-2.25,0.9527,214.288,0.163265306
C1046,PXWUKZGIHQRDHL-UHFFFAOYSA-N,CCNc1nc(NC(C)C)nc(n1)OC,-2.0799999,1.2783,211.264,0.163265306
C8610,XCYWUZHUTJDTGS-UHFFFAOYSA-N,COC1CCC=CO1,-0.783295238,1.283,114.142,0.163265306
C8774,YCIQUDDZPRNRMY-UHFFFAOYSA-N,[O-][n+]1onc(c1C(=O)N)C,-0.553260144,0.2107,143.101,0.163265306
C9251,UCPVOMHRDXMAIZ-UHFFFAOYSA-M,CC(=O)Nc1c(I)cc(c(c1I)C(=O)[O-])I.[Na+],0.211487859,1.8953,578.844,0.163265306
C2312,HUCJFAOMUPXHDK-UHFFFAOYSA-N,Cc1cc(cc(c1CC1=NCCN1)C)C(C)(C)C,-6.190513002,2.9095,244.375,0.163636364
C3590,YNCCSLHZEPXXGW-UHFFFAOYSA-L,CC[N+]1(CCOCC[N+]2(CC)CCCC2)CCCC1.[Br-].[Br-],-4.45476312,-3.8104,430.262,0.163636364
C4508,VOFCLKYNOMPMHJ-UHFFFAOYSA-N,CC(N(C)C)CC12CC3CC(C2)CC(C1)C3.Cl,-3.721164335,4.345,257.843,0.163636364
C5940,SAZUGELZHZOXHB-UHFFFAOYSA-N,CCC(C(=O)NC(=O)NC(=O)C)(CC)Br,-2.758997785,2.0942,279.131,0.163636364
C6489,MLZCGCGQWWRMMX-UHFFFAOYSA-N,ClCCN(C(=O)NC(C(=O)O)(C)C)N=O,-2.419991387,1.1723,237.641,0.163636364
C7123,CTGFGRDVWBZYNB-UHFFFAOYSA-N,Brc1ncnc2c1[nH]cn2,-2.024719233,1.1154,199.008,0.163636364
C7168,ANZIOUQAFBXNHU-FYWRMAATSA-N,NC(=NNc1ccc(cc1)/N=N/C(=S)N)N,-1.98187059,2.7881,237.285,0.163636364
C7765,JNCLSNBVQMUCGR-UHFFFAOYSA-N,CCCCCC([NH2+]C)C.[Cl-],-1.550949696,-1.8476,165.704,0.163636364
C7896,ZHFUHZPSVMXPGL-GGWOSOGESA-N,C/C=C/N1CCN(C1=O)/C=C/C,-1.456517597,1.667,166.22,0.163636364
C8432,JJIUCEJQJXNMHV-UHFFFAOYSA-N,CCOP(=O)(SCCN(C(C)C)C(C)C)C,-0.949988189,3.6978,267.368,0.163636364
C1512,VNKYTQGIUYNRMY-UHFFFAOYSA-N,CCCOC,-0.38999999,1.0428,74.1216,0.163636364
C1596,SRBFZHDQGSBBOR-QTBDOELSSA-N,O[C@H]1CO[C@@H]([C@H]([C@@H]1O)O)O,0.38999999,-2.5823,150.13,0.163636364
C9852,ZRWPUFFVAOMMNM-UHFFFAOYSA-N,O=C1OC2=CCOC(C2=C1)O,0.812138182,-0.2979,154.12,0.163636364
C2827,WNGYDTQZWXGHTI-UHFFFAOYSA-N,N#CCCC(c1nc2c(s1)nc(s2)C(CCC#N)(C)C)(C)C,-5.317650781,4.91556,332.487,0.163934426
C5326,NKUIGIUMTOAMIW-UHFFFAOYSA-N,O=Cc1csc(n1)c1ccc(s1)[N+](=O)[O-],-3.147669112,3.1155,240.259,0.163934426
C5559,OYMJHUCUQXLOTC-UHFFFAOYSA-N,CCCCC(COC(=O)N)(COC(=O)NCC#C)C,-3.00864678,2.7288,270.325,0.163934426
C5649,ALODHPFRWSUBCD-UHFFFAOYSA-N,C#CCNC(=O)OCC(C(CC)C)(COC(=O)N)C,-2.944754278,2.5847,270.325,0.163934426
C6313,MHUKGVQDAKFWOK-UHFFFAOYSA-N,C#CCNC(=O)OCC(C(CC)C)(CO)C,-2.527947182,1.7814,227.3,0.163934426
C7483,GNBXJURZZRJOAT-UHFFFAOYSA-N,SC/C(=N\C12CC3CC(C2)CC(C1)C3)/N.Cl.O,-1.750748302,3.6802,278.842,0.163934426
C7545,XSSPZLNOIOIIGS-UHFFFAOYSA-M,C[N+]1(CCCC1)CCN1CC2CCCC(C1)C2.[I-],-1.710830818,-0.7505,364.309,0.163934426
C1549,HYBBIBNJHNGZAN-UHFFFAOYSA-N,O=Cc1ccco1,-0.1,1.0921,96.0841,0.163934426
C6837,XVAOJFFCAQNGJF-UHFFFAOYSA-L,CCCC[Hg]OC(=O)C[S-].[Na+],-2.183526436,1.2924,370.795,0.164179104
C3102,WGCVOMFFZDPNMG-UHFFFAOYSA-N,SCCNCCCCCOc1ncc(cc1Br)Br.Cl,-4.987797178,4.868,434.618,0.164383562
C4372,GQXCKOFQLIXWQR-UHFFFAOYSA-M,Brc1ccc(nc1)OCCCCC[N+]1(C)CSCC1.[Cl-],-3.826674731,0.5069,381.759,0.164383562
C3,JFIMDKGRGPNPRQ-UHFFFAOYSA-N,Clc1cc(c(c(c1Cl)Cl)Cl)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl,-10.26,9.2342,464.213,0.166666667
C2283,JLZIDTSPQVEYJQ-UHFFFAOYSA-N,SCCNCCCCCCCCCCOc1ccc(cn1)Br.Cl,-6.26190481,6.056,425.855,0.166666667
C2313,RSHDGEKIBABJND-UHFFFAOYSA-N,CC(CNC12CC3CC(C2)CC(C1)C3)C.Cl,-6.188410459,4.3937,243.816,0.166666667
C136,NYQDCVLCJXRDSK-UHFFFAOYSA-N,COP(=S)(Oc1cc(Cl)c(cc1Cl)Br)OC,-6.0900002,5.3026,365.996,0.166666667
C159,JHJOOSLFWRRSGU-UHFFFAOYSA-N,COP(=S)(Oc1cc(Cl)c(cc1Cl)Cl)OC,-5.7199998,5.1935,321.545,0.166666667
C2840,YIYGVJMEXPKRPL-UHFFFAOYSA-N,NC(=N)CCCCCCCCCCCC(=N)N.Cl.Cl,-5.294578518,6.3535,313.31,0.166666667
C209,YUWFEBAXEOLKSG-UHFFFAOYSA-N,Cc1c(C)c(C)c(c(c1C)C)C,-5.23,3.537,162.271,0.166666667
C3113,SNZADUDEPOWBBM-UHFFFAOYSA-N,CC(NCCCC12CC3CC(C2)CC(C1)C3)(C)C.Cl,-4.964852446,5.564,285.896,0.166666667
C3516,MWVYOMQTCFCPHY-UHFFFAOYSA-N,CCCCCCCCCCSCCO,-4.521685276,3.8526,218.399,0.166666667
C3518,PFOHZZSOQLQDSR-VMPITWQZSA-N,CCCC(COC(=O)NCC)(COC(=O)NC/C=C/C)C,-4.51961262,3.623,300.394,0.166666667
C3757,ZDPIZLCVJAAHHR-UHFFFAOYSA-N,O=c1c(Cl)c(C)[nH]c(c1Cl)C,-4.283389436,2.2985,192.043,0.166666667
C385,KVZJLSYJROEPSQ-HTQZYQBOSA-N,C[C@@H]1CCCC[C@H]1C,-4.27,2.8326,112.213,0.166666667
C3818,LDHXSKPYAZKHNX-UHFFFAOYSA-N,SCCNCCCCCOc1ccc(cn1)I.Cl,-4.235786252,3.9476,402.722,0.166666667
C3890,NSSIGKVPZKVTNW-UHFFFAOYSA-N,SCCNCCCCCCOc1ccc(cn1)Br.Cl,-4.182297211,4.4956,369.749,0.166666667
C4235,RQLUJIORESNTSA-UHFFFAOYSA-N,CNC(CC12CC3CC(C2)CC(C1)C3)C.Cl,-3.936818437,4.3937,243.816,0.166666667
C479,MXWJVTOOROXGIU-UHFFFAOYSA-N,CCNc1nc(NC(C)C)nc(n1)Cl,-3.8499999,1.9231,215.683,0.166666667
C4527,ZEVBVMDQMBCLIB-UHFFFAOYSA-N,SCCNCCCCCOc1ccc(cn1)Br.Cl.Cl,-3.704741159,4.9075,392.183,0.166666667
C4577,QQIPHBFWQUGFGX-UHFFFAOYSA-M,C1CCCCN(CCC1)/C=C/C=C/C=[N+]1CCCCCCCC1.[Cl-],-3.676774819,2.0507,352.985,0.166666667
C4607,GDBNOCCRDMUAGE-UHFFFAOYSA-N,SCCNCCCCCOc1ccc(cn1)Br.Cl,-3.66236609,4.1055,355.722,0.166666667
C4688,RJQFSZABCNPBQY-UHFFFAOYSA-N,CCCC(COC(=O)N)(COC(=O)NCC(=C)C)C,-3.613605878,3.2816,272.341,0.166666667
C4979,DEUSSOTUEGORRC-UHFFFAOYSA-N,O=c1[nH]c2c(o1)c(Cl)cc(c2Cl)Cl,-3.398756736,3.0813,238.455,0.166666667
C5131,ODGVWYWNVOTPQG-UHFFFAOYSA-M,CCC1CCC(C21C(=O)[N-]C(=S)NC2=O)C.[Na+],-3.288469506,1.4032,262.304,0.166666667
C688,IMFACGCPASFAPR-UHFFFAOYSA-N,CCCCN(CCCC)CCCC,-3.1199999,3.6887,185.349,0.166666667
C740,DDUIUBPJPOKOMV-UHFFFAOYSA-N,COCCCNc1nc(SC)nc(n1)NC(C)C,-2.9300001,2.0082,271.382,0.166666667
C5695,KMUNXDCQPABTSC-UHFFFAOYSA-N,CCNc1nc(CC)nc(n1)OC,-2.914259775,0.9474,182.223,0.166666667
C5720,LAAFGFCPKSXKEM-UHFFFAOYSA-N,CCCCCS(=O)CCCCC,-2.901143572,3.9812,190.346,0.166666667
C5898,RBUDTHMFOGHSOD-VAWYXSNFSA-N,CN(/N=N/c1ccc(cc1)C#N)C,-2.778218566,2.11858,174.203,0.166666667
C804,LDLJGAYVPOULLZ-UHFFFAOYSA-N,Sc1cnc2c(n1)cncn2,-2.71,0.7085,164.188,0.166666667
C6029,YHUMTHWQGWPJOQ-UHFFFAOYSA-N,Cl/N=C/1\C=C(Cl)C(=O)C(=C1)Cl,-2.696373312,2.4093,210.445,0.166666667
C815,YWAKXRMUMFPDSH-UHFFFAOYSA-N,CCCC=C,-2.6800001,1.9725,70.1329,0.166666667
C6135,UVJDTSQDYNCCLT-UHFFFAOYSA-M,C1CCCN(CCC1)/C=C/C=C/C=[N+]1CCCCCCC1.[Cl-],-2.637897582,1.2705,324.932,0.166666667
C867,IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,-2.5699999,1.8064,58.1222,0.166666667
C6331,OGPGUQWXWFCVNG-UHFFFAOYSA-N,CCC1=CC(N(C(C1)(C)C)C)(C)C,-2.518090206,3.1534,181.318,0.166666667
C903,PYLMCYQHBRSDND-SOFGYWHQSA-N,CCC/C=C(/C=O)\CC,-2.46,2.3218,126.196,0.166666667
C942,XKENOTHGZDIXRS-UHFFFAOYSA-N,CSc1ncnc2c1nccn2,-2.3599999,1.1417,178.214,0.166666667
C967,UHHYOKRQTQBKSB-UHFFFAOYSA-N,Fc1cc(F)c(c(c1)F)F,-2.3099999,2.243,150.074,0.166666667
C984,ZEMGGZBWXRYJHK-UHFFFAOYSA-N,O=c1cc[nH]c(=S)[nH]1,-2.26,0.4325,128.152,0.166666667
C6809,ZSBXGIUJOOQZMP-JLNYLFASSA-N,O=C1CCC[C@H]2N1C[C@@H]1CCCN3[C@@H]1[C@@H]2CCC3,-2.200862389,1.7475,248.364,0.166666667
C6830,PHWNWYMCWKIFAK-UHFFFAOYSA-N,CCCCCC(CO)(CO)C,-2.187783669,1.5576,160.254,0.166666667
C6845,ZEOBTWIUYHOVNR-UHFFFAOYSA-N,ClCCC1NC(=O)c2c(O1)ccc(c2)[NH3+].[Cl-],-2.179601328,-2.03,263.12,0.166666667
C6854,VWZJKIUSSAXDAH-RRQHEKLDSA-N,N/C(=N\[C@H]1CC2CC1CC2)/COS(=S)(=O)O,-2.174219191,2.8997,264.365,0.166666667
C6888,QCUPYFTWJOZAOB-HYXAFXHYSA-N,CC/C(=C/C)/C(=O)NC(=O)N,-2.157010427,1.6288,156.182,0.166666667
C1028,GFFGJBXGBJISGV-UHFFFAOYSA-N,Nc1ncnc2c1nc[nH]2,-2.1199999,0.5163,135.127,0.166666667
C7007,PMVSDNDAUGGCCE-TYYBGVCCSA-L,[O-]C(=O)/C=C/C(=O)[O-].[Fe+2],-2.084067899,-2.9601,169.901,0.166666667
C1051,ULDHMXUKGWMISQ-UHFFFAOYSA-N,CC(=C)[C@H]1CC=C(C(=O)C1)C,-2.0599999,2.4879,150.218,0.166666667
C7120,VAIZVCMDJPBJCM-UHFFFAOYSA-N,O=C(C(F)(F)F)C(F)(F)F.O=C(C(F)(F)F)C(F)(F)F.O.O.O,-2.02558717,3.1673,386.09,0.166666667
C1077,NMRPBPVERJPACX-MRVPVSSYSA-N,CCCCC[C@@H](CC)O,-1.98,2.3376,130.228,0.166666667
C7380,UCGUPPBDCWQZJE-UHFFFAOYSA-N,C#CC1=CC(N(C(C1)(C)C)C)(C)C,-1.828730941,2.3766,177.286,0.166666667
C7424,CMCCHHWTTBEZNM-UHFFFAOYSA-N,BrC(C(=O)NC(=O)N)C(C)C,-1.801528544,1.692,223.068,0.166666667
C7539,AXBXRPOZGNYKMV-UHFFFAOYSA-N,CC1=CC(NC(C1)(C)C)(C)C,-1.714162613,2.812,153.265,0.166666667
C7540,CRUJHLHRJSNZIU-UHFFFAOYSA-N,N#CC(=Cc1ccco1)C#N,-1.713938227,1.71016,144.13,0.166666667
C7555,QRRDRWCBNYCPJW-UHFFFAOYSA-N,Cc1nonc1C(=O)N,-1.704136166,0.1772,127.101,0.166666667
C7582,MPSCILDWLMBJKC-UHFFFAOYSA-N,CC1(C)CN1P(=O)(N1CC1(C)C)N1CC1(C)C,-1.678881385,2.1908,257.312,0.166666667
C7624,YDVWJKCVMAVQFZ-UHFFFAOYSA-N,OS(=O)(=O)SCCNC1CCCCCCC1,-1.642547375,3.6966,267.409,0.166666667
C7652,GKPKSLODPGIJAO-UHFFFAOYSA-N,CCN1C(C)(C)CCC1(C)C,-1.625281688,2.5972,155.28,0.166666667
C1207,OVOVDHYEOQJKMD-ZETCQYMHSA-N,OC[C@H](CC(C)C)C,-1.6,1.6609,116.201,0.166666667
C1246,SNMVRZFUUCLYTO-UHFFFAOYSA-N,CCCCl,-1.47,1.6352,78.5407,0.166666667
C7931,OTVCBBXLGYYSNC-UHFFFAOYSA-N,Cn1c(C)n[nH]c1=S,-1.430863129,0.7861,129.183,0.166666667
C7996,ULSAJQMHTGKPIY-UHFFFAOYSA-N,ClCC(=O)C(C)(C)C,-1.363386185,1.8404,134.604,0.166666667
C8004,MVPOUIVDKJJYLB-UHFFFAOYSA-N,ClC(C(=O)NC(=O)N)C(C)C,-1.358325026,1.5359,178.617,0.166666667
C8161,NZDNCDGEHXHPCO-UHFFFAOYSA-N,[O-][N+](=O)N(CCO[N+](=O)[O-])CCO[N+](=O)[O-],-1.21907482,0.4663,240.128,0.166666667
C8192,VFKZTMPDYBFSTM-KVTDHHQDSA-N,BrC[C@H]([C@H]([C@@H]([C@@H](CBr)O)O)O)O,-1.198245503,-0.7802,307.965,0.166666667
C8193,VFKZTMPDYBFSTM-GUCUJZIJSA-N,BrC[C@H]([C@@H]([C@@H]([C@H](CBr)O)O)O)O,-1.198245503,-0.7802,307.965,0.166666667
C1338,TZYRSLHNPKPEFV-UHFFFAOYSA-N,CCC(CO)CC,-1.17,1.4149,102.175,0.166666667
C8266,IIUOQVUAQZTVHA-UHFFFAOYSA-N,OS(=O)(=O)SCCNC1CCCCCC1,-1.120462533,3.3065,253.382,0.166666667
C8317,YBRQEOLOGGLDGM-UHFFFAOYSA-M,CCCCCCCCCCCC[N+](CCO)(CCO)C.[Cl-],-1.080720355,0.3425,323.942,0.166666667
C8434,KXKAXOZWSFAJTG-UHFFFAOYSA-N,CCP(=O)(OC(C)C)F,-0.949815715,2.5939,154.12,0.166666667
C1393,GKRZNOGGALENQJ-UHFFFAOYSA-N,CC(=O)NC(=O)N,-0.89999998,0.2924,102.092,0.166666667
C1400,MQWCXKGKQLNYQG-LJGSYFOKSA-N,C[C@@H]1CC[C@H](CC1)O,-0.88,1.5574,114.185,0.166666667
C1415,BXRNXXXXHLBUKK-UHFFFAOYSA-N,O=C1NCC(=O)NC1,-0.82999998,-1.11,114.103,0.166666667
C1430,ZOCHHNOQQHDWHG-ZCFIWIBFSA-N,CCC[C@@H](CC)O,-0.80000001,1.5574,102.175,0.166666667
C1468,DFOXKPDFWGNLJU-RXMQYKEDSA-N,C[C@H](C(C)(C)C)O,-0.62,1.4133,102.175,0.166666667
C8729,DLHWKJDYXPNWAI-UHFFFAOYSA-N,CCOC(C(Cl)(Cl)Cl)O,-0.612070527,1.7115,193.456,0.166666667
C1471,AMQJEAYHLZJPGS-UHFFFAOYSA-N,CCCCCO,-0.60000002,1.1689,88.1482,0.166666667
C8766,ZDQJHKFXTFWZCY-UHFFFAOYSA-M,C1CCN(CC1)C=CC=CC=[N+]1CCCCC1.[Cl-],-0.562598318,-0.2899,268.825,0.166666667
C8857,FKHLBAOXRDYSRQ-UHFFFAOYSA-M,[O-]S(=O)CCCCSSCCNC(=O)C.[Na+],-0.438061544,2.4198,293.402,0.166666667
C1503,IKECULIHBUCAKR-UHFFFAOYSA-N,CC(C(O)(C)C)C,-0.41,1.4133,102.175,0.166666667
C1529,NFACJZMKEDPNKN-VKHMYHEASA-N,COP(=O)([C@@H](C(Cl)(Cl)Cl)O)OC,-0.22,2.1609,257.437,0.166666667
C9128,XWJVPBHZMKZXII-UHFFFAOYSA-N,S=C1NC(=CC(N1)(C)C)C,0.023672285,1.8041,156.249,0.166666667
C9151,FYAMXEPQQLNQDM-UHFFFAOYSA-N,O=P(N1CC1)(N1CC1)N1CC1,0.064974501,-0.145,173.153,0.166666667
C9154,VMKCJDKUSMBRND-UHFFFAOYSA-K,CC[N+](CCNc1nc(NCC[N+](CC)(CC)C)nc(n1)NCC[N+](CC)(CC)C)(CC)C.[I-].[I-].[I-],0.070850942,-6.2025,849.459,0.166666667
C9185,RLQPOUJATYVJJL-UHFFFAOYSA-N,OCC1CC2CCN1CC2.Cl,0.113992989,1.2029,177.672,0.166666667
C9195,JOZZAIIGWFLONA-UHFFFAOYSA-N,CC(C(C)C)N,0.125605863,1.6899,87.1634,0.166666667
C9248,DYDCUQKUCUHJBH-UHFFFAOYSA-N,NC1CONC1=O,0.211112122,-0.5958,102.092,0.166666667
C9249,DYDCUQKUCUHJBH-REOHCLBHSA-N,N[C@H]1CONC1=O,0.211112122,-0.5958,102.092,0.166666667
C9272,VALMMTCBNFTXRE-UHFFFAOYSA-L,CC[N+](CCCCc1ccc(cc1)[N+](CC)(CC)C)(CC)C.[I-].[I-],0.251542964,-1.5194,560.338,0.166666667
C9302,YFSZIWUTVIASLF-UHFFFAOYSA-L,CC[N+](CCCCc1ccc(cc1)[N+](CC)(C)C)(C)C.[I-].[I-],0.273849221,-2.2996,532.285,0.166666667
C9373,IGVCNYSLCSHUBO-UHFFFAOYSA-L,C[N+](CC[N+]1(C)CC2CCCC(C1)C2)(C)C.[I-].[I-],0.318562461,-4.074,480.21,0.166666667
C9477,VDFWPNHAXLIYBZ-UHFFFAOYSA-L,CC[N+](CCCOCCC[N+](CC)(C)C)(C)C.[Br-].[Br-],0.391209822,-4.0162,406.241,0.166666667
C9500,ZCTXEAQXZGPWFG-UHFFFAOYSA-N,OCN1C(=O)NC(=O)C1NC(=O)NCNC(=O)NC1C(=O)NC(=O)N1CO,0.410835965,-2.7053,388.294,0.166666667
C9531,RKIFMRPSYFQBJG-UHFFFAOYSA-L,C[N+](CCC[n+]1ccccc1)(C)C.[Br-].[Br-],0.468389537,-4.9216,340.098,0.166666667
C9582,KMOLOOJMKSFREQ-UHFFFAOYSA-M,Oc1cc(cc(c1)[N+](C)(C)C)[N+](C)(C)C.[Cl-].[Cl-],0.550952236,-4.2064,281.222,0.166666667
C1622,KRTSDMXIXPKRQR-WAYWQWQTSA-N,CNC(=O)/C=C(\OP(=O)(OC)OC)/C,0.64999998,1.4446,223.164,0.166666667
C9724,KMRUMDCKCWFUAW-UHFFFAOYSA-N,NC(=NCCCSS(=O)(=O)O)N,0.671070231,1.6673,213.278,0.166666667
C9754,MDAXKAUIABOHTD-UHFFFAOYSA-N,C1CNCCNCCCNCCNC1,0.698254009,0.4538,200.324,0.166666667
C9818,WOFQWNAHGIGDMJ-YVMONPNESA-N,ONC1=C(N=O)/C(=N\O)/CCC1,0.766607846,1.3482,171.154,0.166666667
C9843,MSJMDZAOKORVFC-SEPHDYHBSA-L,[O-]C(=O)/C=C/C(=O)[O-].[Na+].[Na+],0.795782312,-2.9576,160.036,0.166666667
C9862,DYDCUQKUCUHJBH-UWTATZPHSA-N,N[C@@H]1CONC1=O,0.82101497,-0.5958,102.092,0.166666667
C9906,GNBVPFITFYNRCN-UHFFFAOYSA-M,[O-]C(=O)CS.[Na+],0.942737194,-1.3339,114.099,0.166666667
C9927,HWJHZLJIIWOTGZ-UHFFFAOYSA-N,CC(=O)NCO,1.050151533,-0.5368,89.0932,0.166666667
C9929,OPCJOXGBLDJWRM-UHFFFAOYSA-N,NCC(N)(C)C,1.054757982,1.083,88.1515,0.166666667
C1648,YNAVUWVOSKDBBP-UHFFFAOYSA-N,C1CNCCO1,1.0599999,-0.065,87.1204,0.166666667
C1650,NQRYJNQNLNOLGT-UHFFFAOYSA-N,C1CCCNC1,1.0700001,1.0887,85.1475,0.166666667
C1843,SREQLAJQLXPNMC-DXYSAURFSA-N,COC(=O)/C=C(/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)\C)\C,-8.444499382,5.691,314.462,0.168539326
C9005,WOUDXEYYJPOSNE-VKZDFBPFSA-N,OC[C@@]([C@@H]([C@@]12OCCC(=C)[C@@](C(=O)N1)(NC2=O)O)O)(O)C,-0.197112481,-2.6444,302.281,0.168831169
C4934,FCNBIVGBRLYZIR-UHFFFAOYSA-N,CCCC(COC(=O)N)(COC(=O)NC(C#C)(C)C)C,-3.432673082,3.1173,284.351,0.169014085
C5335,HNYGUIIKHLACQV-UHFFFAOYSA-N,SCCNCCCCOc1ccc(cn1)Br.Cl,-3.142699691,3.7154,341.695,0.169014085
C8702,WYWHKKSPHMUBEB-UHFFFAOYSA-N,Nc1nc(=S)c2c([nH]1)nc[nH]2,-0.663303673,1.1789,167.192,0.169014085
C1998,LNMLHGDTVHDNQV-UHFFFAOYSA-N,[NH2+](CC1CCCCC1)CC1CC2CCC1CC2C[NH2+]CC1CCCCC1.[Cl-].[Cl-],-7.171652322,-2.6658,433.541,0.169230769
C4374,FVLVBPDQNARYJU-UHFFFAOYSA-N,ClCCN(C(=O)NC1CCC(CC1)C)N=O,-3.825647263,2.8878,247.722,0.169230769
C4813,KQFSLSHCXZRAJU-UHFFFAOYSA-N,CCCCC(COC(=O)N)(COC(=O)NCC#C)CC,-3.529583095,3.1189,284.351,0.169230769
C5154,JDPIYUBQEKGSRE-UHFFFAOYSA-N,SC/C(=N\CCCC12CC3CC(C2)CC(C1)C3)/N.Cl,-3.27718646,4.7723,302.906,0.169230769
C735,DOIBQIDXMYSSJY-XEZLXBQYSA-N,COC1=C[C@H]2[C@H](C(=C1)O)C(=O)[C@H]1[C@H](O2)C=CC(=C1)O,-2.9400001,1.5528,262.258,0.169230769
C2150,LFYKIVVWZIBLAT-UHFFFAOYSA-L,C[N+]1(CCCCCCCCCCCC[N+]2(C)CCOCC2)CCOCC1.[I-].[I-],-6.652469676,-2.2334,624.422,0.169491525
