Compound ID,InChIKey,SMILES,logS,logP,MW,similarity_scores_with_oral_bioavail_test_dataset
C6499,IFKQSCSWOTVYMY-UHFFFAOYSA-N,COc1cc(CC/N=C(/CSS(=O)(=O)O)\N)ccc1OC,-2.413683052,2.9206,334.412,0.298507463
C6587,UKLQXHUGTKWPSR-UHFFFAOYSA-M,CC[N+](CCOC(=O)C(c1ccccc1)(C1CCCCC1)O)(CC)C.[Br-],-2.351737727,0.4881,428.404,0.298507463
C7635,WCNLCIJMFAJCPX-UHFFFAOYSA-N,CCOC(=O)C1(CCN(CC1)C)c1ccccc1.Cl,-1.636764955,2.953,283.794,0.298507463
C8639,BGDKAVGWHJFAGW-UHFFFAOYSA-N,CCN(C(=O)C(c1ccccc1)CO)Cc1ccncc1,-0.753249798,2.2062,284.353,0.298507463
C2110,LDPFAJVAGABIAZ-MKNSLJMYSA-N,O[C@H]([C@H](C(=O)O)O)C(=O)O.CCC(CCN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)OC)CCCC2)CC,-6.779572452,3.3952,505.644,0.298701299
C5638,MXWLYAJUZGDOGU-UHFFFAOYSA-N,COc1cccc(c1)N1CCN(CC1)CC(COc1ccccc1C(=O)C)O.Cl.Cl,-2.951018603,4.0666,457.391,0.298701299
C6715,UOCJDOLVGGIYIQ-PBFPGSCMSA-N,O=C([C@@H](c1ccc(cc1)O)N)N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)O)CSc1n[nH]nc1,-2.266303058,1.0701,462.503,0.298969072
C1794,WYQWZFORYHRFBW-UHFFFAOYSA-N,Clc1ccc(nc1)OCCCCCCNCCSSCCNCCCCCCOc1ccc(cn1)Cl.Cl.Cl,-9.321997031,9.3084,648.579,0.3
C1861,PRVPQDZPPCTAMN-UHFFFAOYSA-N,Clc1ccc(nc1)OCCCCCNCCSSCCNCCCCCOc1ccc(cn1)Cl.Cl.Cl,-8.28220656,8.5282,620.526,0.3
C1977,AVCQZLIKYAQLME-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1ccc(cc1)Cl)CCBr,-7.291333098,5.1554,461.575,0.3
C2193,KJTKQMGARPGBEV-UHFFFAOYSA-N,Clc1ccccc1CCNC1CCC(CC1)NCCc1ccccc1Cl.CC(=O)O.CC(=O)O,-6.507434937,6.2326,511.481,0.3
C2220,DTVJXCOMJLLMAK-UHFFFAOYSA-N,O=C(N1c2ccccc2Sc2c1nccc2)OCCOCCN1CCCCC1,-6.429800114,4.3263,399.506,0.3
C2285,ZBGALQUZONQCFB-UHFFFAOYSA-N,ClCCN(c1ccc(cc1)OC(=O)c1ccc(cc1)C)CCCl,-6.261299857,4.4982,352.255,0.3
C2421,HYSSJKYEXPISGA-UHFFFAOYSA-N,ClCCN(c1ccc(cc1)OC(=O)c1ccc(cc1)OC)CCCl,-5.978436508,4.1984,368.254,0.3
C2449,JJGAIWGZQREFFO-UHFFFAOYSA-N,N(CC1CCC(CC1)CNCCc1ccccc1)CCc1ccccc1.Cl.Cl,-5.914168845,6.8432,423.462,0.3
C149,CPGPAVAKSZHMBP-UHFFFAOYSA-N,Cc1c2ccccc2cc2c1cccc2,-5.8899999,4.3014,192.256,0.3
C2622,SNUBBWAURMSPJZ-UHFFFAOYSA-N,CCN(C(=O)OCC(COC(=O)N(CC)CC)(CC)CC)CC,-5.62205371,3.7496,330.463,0.3
C2714,VPVJXWSPNRIXTI-UHFFFAOYSA-N,Brc1ccc2c(c1)c(=O)n(c(n2)C)c1ccccc1,-5.489944714,3.4566,315.165,0.3
C2722,ZJRHNNNACBPWEB-UHFFFAOYSA-N,CN(CCOCCOC(=O)N1c2ccccc2Sc2c1cccc2)C.Cl,-5.475928599,4.8711,394.916,0.3
C2864,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,CNCCC=C1c2ccccc2CCc2c1cccc2,-5.269219539,4.2173,263.377,0.3
C211,GKEUODMJRFDLJY-UHFFFAOYSA-N,Cc1cccc2c1Cc1c2cccc1,-5.2199998,3.5662,180.245,0.3
C2983,VVFLDPAQGSOAKR-UHFFFAOYSA-N,CCC(Oc1ccc(cc1)C(=O)OCCCN1CCCCC1C)C,-5.128607667,4.2231,333.465,0.3
C2987,UZMPCPFDZYTEJG-UHFFFAOYSA-N,CNCC/C=C/1\c2ccccc2C=Cc2c1cccc2.Cl,-5.12760962,5.4045,297.822,0.3
C3411,LKWPAJGJFSXUQP-UHFFFAOYSA-N,c1ccc(cc1)C(c1ccccc1)CCN1CCN(CC1)c1cnccn1.Cl.Cl,-4.617851835,5.4277,431.401,0.3
C3452,LWEBYMLDVJZRKF-UHFFFAOYSA-N,Clc1ccc2c(c1)c(N)c1c(n2)cccc1,-4.580351812,4.2048,228.677,0.3
C3483,JHOORYVOLSYYMM-UHFFFAOYSA-N,CC(N(C(C)C)CCN1CCCCc2c1cccc2)C,-4.551412022,4.0131,274.444,0.3
C3676,TUAPYWSFEYRCLS-UHFFFAOYSA-M,O=C(c1cc(ccc1C(=O)[O-])S(=O)(=O)Nc1nccs1)Nc1ccccc1.[Na+],-4.366355584,2.7865,425.414,0.3
C3789,QJUNWBNYYHDGAM-UHFFFAOYSA-N,CC1CCN(CC1)CC(C(OC(=O)c1ccccc1)C)C,-4.257407071,3.5378,289.412,0.3
C4122,HNNIWKQLJSNAEQ-UHFFFAOYSA-N,CN(CCCOc1nn(c2c1cccc2)Cc1ccccc1)C.Cl,-4.024366397,4.2171,345.866,0.3
C4180,XXUXXCZCUGIGPP-WLRTZDKTSA-N,[O-][N+](=O)c1ccc(o1)/C=N/NC(=O)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-],-3.979348631,3.4342,365.212,0.3
C4294,DHDSALKEOLDSSE-UHFFFAOYSA-N,CCCCCOc1ccccc1C(=O)C,-3.881498359,3.4582,206.281,0.3
C4314,FVDITDRRUMYAHJ-QVLKBJGCSA-N,O=C(/C=C/c1ccccc1)CCN1CCN(CC1)c1ccc(cc1)F.Cl.Cl,-3.862923962,5.2272,411.34,0.3
C4430,HKLYXHWNPAGMMW-UHFFFAOYSA-N,NC1c2ccccc2C=Cc2c1cccc2,-3.778729924,3.9188,207.27,0.3
C4474,HOUHCULPUAMVJW-UHFFFAOYSA-N,C[S+](CCOc1ccccc1)C.[O-][N+](=O)[O-],-3.747220635,2.2274,245.295,0.3
C522,RLBIQVVOMOPOHC-UHFFFAOYSA-N,COP(=S)(Oc1ccc(cc1)[N+](=O)[O-])OC,-3.6800001,3.6647,263.207,0.3
C4642,JWVJIHOQHASVCJ-UHFFFAOYSA-N,CN1CCCC(C1)OC(=O)Nc1c(C)cccc1Cl,-3.645929417,3.302,282.766,0.3
C542,YNZXWQJZEDLQEG-UHFFFAOYSA-N,COc1c(OC)c(OC)cc2c1nc(nc2N)N1CCN(CC1)C(=O)OCC(O)(C)C,-3.6400001,1.8514,435.474,0.3
C4819,PEEJUZZCANIEIL-UHFFFAOYSA-N,Nc1oc2c(n1)cc(c(c2)Br)Cl,-3.527837028,3.4071,247.476,0.3
C4820,SMXDRKKGVLJUFQ-UHFFFAOYSA-N,Nc1oc2c(n1)cc(c(c2)Cl)Br,-3.527837028,3.4071,247.476,0.3
C4827,UONKAYXKEKSURY-UHFFFAOYSA-N,C1CCc2c(N(C1)CCN1CCCC1)cccc2,-3.52296524,2.928,244.375,0.3
C5048,XYLUMUDIJHWKSB-UHFFFAOYSA-N,CC[NH+](CCN1C(=O)C(C)Oc2c1cc(cc2)[N+](=O)[O-])CC.[Cl-],-3.34879527,-1.7744,343.806,0.3
C5223,PJMPHNIQZUBGLI-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1,-3.225927969,4.0746,336.471,0.3
C5313,CUYFBDNSBSBVCF-UHFFFAOYSA-N,CCC(=O)Oc1ccc(cc1)OCC(CN1CCN(CC1)c1ccccc1)O,-3.155116966,2.5668,384.469,0.3
C5380,ZQPXSRTZFYHSFB-UHFFFAOYSA-N,CCC(=O)c1ccc(cc1)OCC(CN1CCN(CC1)c1ccccc1)O,-3.11004434,2.8441,368.469,0.3
C5441,XKCKSAJWVZAVIO-UHFFFAOYSA-N,Cc1ccc(cc1)C(=O)Nc1ncccc1C,-3.073610903,3.0237,226.274,0.3
C5519,LPQDBWXROSWZMP-UHFFFAOYSA-N,O=C(Nc1ccccc1Cl)Nc1ncco1,-3.027620181,3.118,237.642,0.3
C5674,XXPANQJNYNUNES-UHFFFAOYSA-N,CN1CC(c2ccccc2)c2c(C1)c(N)ccc2,-2.93080419,3.3652,238.328,0.3
C5800,XDDCZCNSNJJQDF-UHFFFAOYSA-N,C=CCn1c(C)c(Br)c(=O)n(c1=O)c1ccccc1,-2.850642192,2.2561,321.169,0.3
C5824,CJBVVZBGGFKPDA-UHFFFAOYSA-N,CC(Cc1ccccc1)CC(=O)O,-2.834342736,2.3399,178.228,0.3
C5859,KVYGGMBOZFWZBQ-UHFFFAOYSA-N,O=C(c1cccnc1)OCc1ccccc1,-2.806025193,2.4386,213.232,0.3
C776,CTQNGGLPUBDAKN-UHFFFAOYSA-N,Cc1ccccc1C,-2.8,2.3034,106.165,0.3
C5916,RAZOKRUZEQERLH-UHFFFAOYSA-N,CC#CC#CC(=O)c1ccccc1,-2.769447074,1.896,168.191,0.3
C5936,AJOQSQHYDOFIOX-UHFFFAOYSA-N,CCC(c1ccccc1)C(=O)NC(=O)N,-2.761471979,2.4663,206.241,0.3
C819,ZOMSMJKLGFBRBS-UHFFFAOYSA-N,CC(N1C(=O)c2ccccc2NS1(=O)=O)C,-2.6800001,2.3642,240.279,0.3
C6105,KLLDCZLNAVUXAE-UHFFFAOYSA-N,NC(=O)OCCCOc1ccccc1C,-2.657897257,2.5595,209.242,0.3
C6246,IKHUSJCGKQISRF-UHFFFAOYSA-N,CN1C2CCC1CN(C2)C(=O)c1ccc(cc1)Cl,-2.566716429,2.1344,264.751,0.3
C878,IZXWCDITFDNEBY-UHFFFAOYSA-N,ClCc1ccc(cc1)F,-2.54,2.5645,144.574,0.3
C6510,RVBJGSPBFIUTTR-UHFFFAOYSA-N,CCC(=O)c1ccc2c(c1)OCO2,-2.402686899,2.008,178.185,0.3
C6583,UNVLUPRQPLQYGW-UHFFFAOYSA-N,CCCCC(Cc1ccccc1)N,-2.356146885,3.4469,177.286,0.3
C6585,MOISIYYVKXTQOF-UHFFFAOYSA-N,OC(c1ccccc1)CNCC1CCc2c(N1)cccc2.Cl,-2.354360498,4.0674,318.841,0.3
C6618,BEQVQKJCLJBTKZ-UHFFFAOYSA-N,OP(=O)(c1ccccc1)c1ccccc1,-2.334517449,1.9078,218.188,0.3
C6670,IYETZZCWLLUHIJ-UHFFFAOYSA-N,CC(N(CC#C)C)Cc1ccccc1.Cl,-2.296672954,2.9846,223.742,0.3
C6675,LBKPGNUOUPTQKA-UHFFFAOYSA-N,CCOC(=O)Nc1ccccc1,-2.291132302,2.328,165.189,0.3
C6813,VJJPTBBOPNGSRR-UHFFFAOYSA-N,OC(=O)COc1ccc2c(c1)CCC2,-2.198137728,1.6387,192.211,0.3
C6986,JFLIEFSWGNOPJJ-JTQLQIEISA-N,O=C(Cc1ccccc1)N[C@H](C(=O)O)CCC(=O)N,-2.095730097,1.1552,264.277,0.3
C6987,IRKXPJJKXBMOMW-VKAVYKQESA-N,Clc1ccc2=NC(=N)CN(C(=c2c1)c1ccccc1)O,-2.095174656,1.2714,285.728,0.3
C7067,SAZOOWOGQNYJLS-UHFFFAOYSA-N,OC(=O)c1cc(Cl)c(cc1O)O,-2.052740008,1.4494,188.565,0.3
C7214,ZVJBPHMCBRHVEV-GQCTYLIASA-N,CCC(=O)/C(=N/O)/C,-1.950606339,0.8156,115.13,0.3
C7335,KTFGFGGLCMGYTP-UHFFFAOYSA-N,O=C(Nc1ccccc1)CCC(=O)O,-1.861129981,1.5629,193.199,0.3
C7392,ARFHIAQFJWUCFH-IZZDOVSWSA-N,CC1CS(=O)(=O)CCN1/N=C/c1ccc(o1)[N+](=O)[O-],-1.824145653,2.1825,287.292,0.3
C7468,WKAVKKUXZAWHDM-JEDNCBNOSA-N,OC(=O)CC[C@@H](C(=O)O)NC(=O)C.OCCN(C)C,-1.758779255,-0.6283,278.302,0.3
C7528,MGHPNCMVUAKAIE-UHFFFAOYSA-N,NC(c1ccccc1)c1ccccc1,-1.722723988,3.435,183.249,0.3
C7888,PESXGULMKCKJCC-UHFFFAOYSA-M,COC(=O)c1ccc(cc1)[O-].[Na+],-1.46417491,1.617,174.129,0.3
C7958,QMSYVGCCVPYKCT-UHFFFAOYSA-N,CCN(CCSC(=N)N)CC.Cl.Cl,-1.410291979,3.3589,248.217,0.3
C8031,CJCSPKMFHVPWAR-JTQLQIEISA-N,OC(=O)[C@](Cc1ccc(c(c1)O)O)(N)C,-1.32472887,1.1426,211.215,0.3
C8069,WKWQIMRIQQDCEM-UHFFFAOYSA-N,[O-][N+](=O)c1ncc(n1C)CC(O)C,-1.296325267,0.7748,185.181,0.3
C1342,WMSQREUDUHHDDC-UHFFFAOYSA-N,C=CCC1(C)C(=O)NC(=O)NC1=O,-1.16,0.5924,182.177,0.3
C8288,UZJLYRRDVFWSGA-UHFFFAOYSA-N,CC(=O)NCc1ccccc1,-1.10149852,1.7136,149.19,0.3
C8321,FAKRSMQSSFJEIM-RQJHMYQMSA-N,SC[C@H](C(=O)N1CCC[C@H]1C(=O)O)C,-1.07623908,0.5658,217.285,0.3
C8403,JZWFDVDETGFGFC-UHFFFAOYSA-N,CC(=O)NC(=O)c1ccccc1O,-0.978427093,1.0594,179.173,0.3
C1437,BTJIUGUIPKRLHP-UHFFFAOYSA-N,Oc1ccc(cc1)[N+](=O)[O-],-0.74000001,1.8236,139.109,0.3
C8679,CJCSPKMFHVPWAR-UHFFFAOYSA-N,OC(=O)C(Cc1ccc(c(c1)O)O)(N)C,-0.703552588,1.1426,211.215,0.3
C8758,RNVYQYLELCKWAN-UHFFFAOYSA-N,OCC1COC(O1)(C)C,-0.570990744,0.1302,132.158,0.3
C8778,JSPCTNUQYWIIOT-UHFFFAOYSA-N,NC(=O)N1CCCCC1,-0.549094756,1.1892,128.172,0.3
C8795,CYMMEXYPWIUVOF-UHFFFAOYSA-N,CN(CCC(=O)c1ccccc1O)C.Cl,-0.521690492,2.3286,229.703,0.3
C8919,UWYLQWLJGMLJQF-UHFFFAOYSA-N,CCC(NCC(c1ccc(cc1)N)O)C,-0.35161994,2.6624,208.3,0.3
C8974,NEGSZULJUBFMHT-UHFFFAOYSA-N,OCC(COc1ccccc1CO)O,-0.255750405,-0.0891,198.216,0.3
C1545,VVNCNSJFMMFHPL-VKHMYHEASA-N,N[C@H](C(S)(C)C)C(=O)O,-0.13,0.807,149.211,0.3
C9094,QLUPQWGVSUSFPS-UHFFFAOYSA-N,CS(=O)CCn1ccnc1[N+](=O)[O-],-0.031496095,1.5587,203.219,0.3
C9223,GVTLAVKAVSKBKK-UHFFFAOYSA-N,O=C(c1nccnc1)NCN1CCOCC1,0.175997452,-0.1751,222.244,0.3
C9504,HPHBOJANXDKUQD-UHFFFAOYSA-N,NNC(=O)CC#N,0.419264307,-0.01882,99.0913,0.3
C9565,CIRWEZJXZRWTHE-UHFFFAOYSA-M,COc1cccc(c1)C[N+](C)(C)C.[Br-],0.524503229,-1.0946,260.171,0.3
C9679,UUZYBYIOAZTMGC-UHFFFAOYSA-M,C[N+](Cc1ccccc1)(C)C.[Br-],0.637990908,-1.1032,230.145,0.3
C1635,FOCAUTSVDIKZOP-UHFFFAOYSA-N,OC(=O)CCl,0.93000001,0.3098,94.497,0.3
C9904,UTIYGJDWWLIDQY-STHAYSLISA-N,N[C@H]1CO[C@H]1C(=O)O,0.93142827,-0.5026,117.103,0.3
C9938,QEWYKACRFQMRMB-UHFFFAOYSA-N,OC(=O)CF,1.107671609,0.0405,78.0424,0.3
C2569,QNXUUBBKHBYRFW-QWAPGEGQSA-N,ClCCOC1=CC2=C(C=O)C[C@@H]3[C@]([C@]2(CC1)C)(F)[C@@H](O)C[C@]1([C@H]3C[C@@H]2[C@]1(OC(O2)(C)C)C(=O)COC(=O)C)C,-5.715746222,3.9628,569.059,0.300970874
C2379,MGVXLAPXABNABN-UHFFFAOYSA-N,CCCN(CCOc1c(cc(cc1c1ccccc1)Br)C(=O)N)CCC,-6.059109035,5.4161,419.355,0.301369863
C2812,ZTDIPPQFTNXLID-UHFFFAOYSA-N,OC(=O)C(=O)O.CN(CC1COC2(O1)c1cc(Cl)ccc1OCc1c2cccc1)C,-5.336147958,2.5661,435.855,0.301369863
C3248,VRAHPESAMYMDQI-UHFFFAOYSA-N,OC1C(CCCC1(COC(=O)c1cccnc1)COC(=O)c1cccnc1)(COC(=O)c1cccnc1)COC(=O)c1cccnc1,-4.810809514,3.512,640.639,0.301369863
C3522,VIDAVEJTWOLBOO-UHFFFAOYSA-N,CCC1CNC(=O)OC21CCN(CC2)CCCC(=O)c1ccc(cc1)Cl,-4.514063177,4.1702,378.893,0.301369863
C4998,NIHRMUCHYZKKDX-UHFFFAOYSA-N,OC(CN1CCN(CC1)c1ccccc1Cl)COc1ccccc1C(=O)C,-3.388431885,3.1074,388.888,0.301369863
C5758,LUKBTGVFHUVGRT-UHFFFAOYSA-N,COc1ccccc1N1CCN(CC1)CC(COc1ccccc1C(=O)C)O,-2.875599286,2.4626,384.469,0.301369863
C6125,ZEIYOHOWHPNINO-CAJRCRMVSA-N,CC(C(=O)N/N=C/c1ccc(o1)[N+](=O)[O-])N1CCN(CC1)C.O.O,-2.64896529,0.9351,345.352,0.301369863
C2164,XMLGEAMAMPIBRC-UHFFFAOYSA-N,Nc1ccc(nn1)N1CCN(CC1)CCC(c1ccccc1)(c1ccccc1)c1ccccc1,-6.573646979,5.1896,449.59,0.301587302
C2363,QBISHGLLUNDCHP-UHFFFAOYSA-N,CCC(C(c1ccccc1)(c1ccccc1)CCN1CCOCC1)OC(=O)c1ccc(cc1)N.Cl,-6.091513465,6.2339,495.053,0.301587302
C2604,ADLUXTSNZSZRQU-UHFFFAOYSA-N,OC(=O)C(=O)O.CN(CCCC1(OC(c2c1cccc2)(C)C)C1CCCCC1)C,-5.656205307,4.2249,405.528,0.301587302
C2887,PUADUYHPJCGDTM-UHFFFAOYSA-N,CCN(CCn1c2ccccc2n(c(=O)c2c1cccc2)O)CC,-5.242920607,3.0975,325.405,0.301587302
C3199,LSTKNZAMFRGXCG-WLHGVMLRSA-N,OC(=O)/C=C/C(=O)O.CN(CCCOC1(CCCCCC1)Cc1ccccc1)C,-4.8708357,4.0022,405.528,0.301587302
C3443,BAQKJENAVQLANS-UHFFFAOYSA-N,CCC(c1ccccc1)C(=O)OCCN1CCOC(C1C)c1ccccc1,-4.587840875,4.1233,367.481,0.301587302
C4248,WWKKKNWWXRBJSO-UHFFFAOYSA-N,CN1CC2CCC(C1)N2CCOC(=O)C1CCCC1c1ccccc1,-3.926112985,2.7677,342.475,0.301587302
C586,JIVPVXMEBJLZRO-AWEZNQCLSA-N,O=C1N[C@](c2c1cccc2)(O)c1ccc(c(c1)S(=O)(=O)N)Cl,-3.45,3.0341,338.766,0.301587302
C4951,MUWDJVKYGSDUSH-KALLACGZSA-N,CCOC(=O)[C@@]1(CCC=C[C@H]1N(C)C)c1ccccc1.Cl,-3.419247081,3.5697,309.831,0.301587302
C5049,IMZMKUWMOSJXDT-UHFFFAOYSA-N,OC(COc1cccc2c1c(=O)cc(o2)C(=O)O)COc1cccc2c1c(=O)cc(o2)C(=O)O,-3.348369775,2.1145,468.367,0.301587302
C7009,GSYJYMHUFBKDCU-UHFFFAOYSA-N,COc1cc(cc(c1OC)OC)C(=O)N1CCCC1,-2.083307851,1.8863,265.305,0.301587302
C8262,HBOMLICNUCNMMY-XLPZGREQSA-N,OC[C@H]1O[C@H](C[C@@H]1N=[N+]=[N-])n1cc(C)c(=O)[nH]c1=O,-1.123713531,-0.74354,267.241,0.301587302
C8870,CRSNGJNHERUXSD-UHFFFAOYSA-N,OS(=O)(=O)SCCNCCOc1ccccc1,-0.417727003,2.6627,277.36,0.301587302
C9409,PRNVHVUEIITLRV-MWIGPOFTSA-N,C/N=C\1/CN(O)C(=c2c(=N1)ccc(c2)Cl)c1ccccc1.Cl,0.34902156,2.0247,336.216,0.301587302
C2428,QCTMYNGDIBTNSK-XEAAVONHSA-N,OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C(=CC[C@@H]4[C@@H]3CC[C@]3([C@H]4C[C@H]4[C@@H]3[C@H](C)[C@]3(O4)CC[C@H](CN3)C)C)C2)C)[C@@H]([C@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O,-5.962995687,0.1159,884.058,0.301724138
C154,DEKWZWCFHUABHE-HNNXBMFYSA-N,CC(=O)C[C@H](c1c(=O)oc2c(c1O)cccc2)c1ccc(cc1)Cl,-5.8400002,4.263,342.773,0.301886792
C2501,DEKWZWCFHUABHE-UHFFFAOYSA-N,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccc(cc1)Cl,-5.836039123,4.263,342.773,0.301886792
C2564,DULRAWOLASLZFF-UHFFFAOYSA-N,CN(C(CC12CC3CC(C2)CC(C1)C3)C)Cc1ccccc1.Cl,-5.718172787,5.9154,333.938,0.301886792
C2958,ZWPNVVQXUQWXEY-UHFFFAOYSA-N,ClCCN(c1cc(ccc1C)[N+](=O)[O-])CCCl,-5.152672421,3.7104,277.147,0.301886792
C4407,AVEUZYHDYBJRPU-UHFFFAOYSA-N,CCOc1ccc(cc1)NC(=O)c1ccccc1O,-3.80082681,3.1162,257.285,0.301886792
C4410,LJDVATIOWGCFIY-UHFFFAOYSA-N,CC1CCN(CC1)C(CCOC(=O)c1ccccc1)C,-3.79847721,3.2918,275.386,0.301886792
C4539,WQVZLXWQESQGIF-UHFFFAOYSA-N,CC(CCc1ccccc1)NCC(c1ccc(c(c1)C(=O)N)O)O.Cl,-3.699410628,4.0286,364.866,0.301886792
C4961,OUUGPBMCNAINCY-UHFFFAOYSA-N,CN1CCC(CC1)OC(=O)Nc1c(C)cccc1C,-3.414564661,2.957,262.347,0.301886792
C5149,KLPVACBCXCZPDM-UHFFFAOYSA-N,CC(C1(OC(=O)C)C(=O)NC(=O)NC1=O)c1ccccc1,-3.278118188,1.1156,290.271,0.301886792
C1692,ARHWPKZXBHOEEE-UHFFFAOYSA-N,C=CCOc1ccc(cc1Cl)CC(=O)O	,-3.13,2.5319,226.656,0.301886792
C5811,DMFSJTDYAUNOLX-UHFFFAOYSA-N,CN1CCCC(C1)OC(=O)Nc1ccccc1C,-2.84479384,2.6486,248.321,0.301886792
C6672,SYNKGZURWSKSDC-ONXXMXGDSA-N,CN1[C@@H]2CC[C@H]1CC(C2)Oc1ccccc1,-2.295691024,2.6285,217.307,0.301886792
C7674,FCVKJABRPBJPHG-UHFFFAOYSA-N,CNC(=O)Cn1c(CC)cnc1[N+](=O)[O-],-1.611596441,1.0138,212.206,0.301886792
C8993,PCBOHSPTDSBFFP-UHFFFAOYSA-N,C=CCSC(c1ccccn1)C(=O)N.Cl,-0.224346776,3.0295,244.741,0.301886792
C8,PYZHTHZEHQHHEN-UHFFFAOYSA-N,Clc1ccc(c(c1)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl)Cl,-8.9399996,7.9274,395.323,0.302325581
C46,LAHWLEDBADHJGA-UHFFFAOYSA-N,Clc1ccc(c(c1)c1cc(Cl)c(cc1Cl)Cl)Cl,-7.8899999,6.6206,326.433,0.302325581
C105,ZWPVHELAQPIZHO-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)c1cc(Cl)ccc1Cl,-6.5700002,5.9672,291.988,0.302325581
C127,VAHKBZSAUKPEOV-UHFFFAOYSA-N,Clc1ccc(cc1)c1cc(Cl)ccc1Cl,-6.25,5.3138,257.543,0.302325581
C3461,IGJPXFSNRBWVEN-UHFFFAOYSA-N,OC(=O)C(=O)O.CNCC=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl.CNCC=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl,-4.573670815,9.2264,674.441,0.302325581
C3979,ODJHQMBSMIPWOW-UHFFFAOYSA-N,CCCCN1CCC(CC1)(Cl)c1ccccc1.Cl,-4.121321877,4.7565,288.256,0.302325581
C4325,QTQPVLDZQVPLGV-UHFFFAOYSA-N,CN(CC(CN1c2ccccc2S(=O)(=O)c2c1cccc2)C)C,-3.855211214,4.3144,330.444,0.302325581
C4518,UULSXYSSHHRCQK-UHFFFAOYSA-N,CCC(c1ccc(cc1)CC(C)C)C(=O)O,-3.70997388,3.4633,220.307,0.302325581
C4868,VETRAJBMFDGTPT-ZHACJKMWSA-N,O=C(/C(=C(/c1ccccc1)\C)/C)NC1CC1,-3.486080656,3.1495,215.291,0.302325581
C5428,VLQLJPWPRYUYMK-UHFFFAOYSA-N,OC(=O)Cc1cccc(c1)c1ccccc1,-3.081330939,2.9807,212.244,0.302325581
C5596,DRCKREXMVGWWIE-UHFFFAOYSA-N,O=C(c1ccc(cc1)[N+](=O)[O-])Nc1cccnc1,-2.97776289,2.8383,243.218,0.302325581
C5643,WHCIYAMCNYHKDJ-UHFFFAOYSA-N,NC(=O)NCCc1c(Cl)cccc1Cl,-2.949226077,3.2954,233.095,0.302325581
C5754,QWDBCIAVABMJPP-UHFFFAOYSA-N,CC(OC(=O)c1ccccc1C(=O)OC(C)C)C,-2.877312373,2.817,250.29,0.302325581
C5764,LBOKTHVXIPFAJO-UHFFFAOYSA-N,OC(=O)CCCCCCC1=CCCC1=O,-2.872534382,2.7009,210.27,0.302325581
C6118,LCAWNFIFMLXZPQ-UHFFFAOYSA-N,Oc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2)O,-2.650897252,2.8712,254.238,0.302325581
C6389,PIMJYOORDYDRBD-UHFFFAOYSA-N,NC(=O)NCCc1c(C)cccc1C,-2.485933789,2.6054,192.258,0.302325581
C6706,KPSPULPPMWHXGE-UHFFFAOYSA-N,Nc1cccc(c1)C(=O)Nc1ccccc1,-2.26994694,3.1753,212.247,0.302325581
C6773,GMHKMTDVRCWUDX-UHFFFAOYSA-N,CCC1(NC(=O)N(C1=O)C)c1ccccc1,-2.236189577,1.7402,218.252,0.302325581
C7370,WRMRXPASUROZGT-UHFFFAOYSA-N,CCNCC(=O)Nc1c(C)cccc1C,-1.833033442,2.3153,206.284,0.302325581
C1145,JHEFOJNPLXSWNZ-UHFFFAOYSA-N,CC(=O)Nc1ccc(cc1)F,-1.78,1.8571,153.154,0.302325581
C7485,XGUUCCVRACSUAD-UHFFFAOYSA-M,C=CCC1(CC=C)C(=O)[N-]C(=O)NC1=O.[Na+],-1.74510311,0.9344,230.196,0.302325581
C7663,HYSHKUTUFPKEQE-UHFFFAOYSA-N,COc1cc(C)ccc1CC(N)C.Cl,-1.617054681,3.3956,215.72,0.302325581
C9157,XHVAWZZCDCWGBK-BMZZJELJSA-M,OC[C@H]1OC([S-])[C@@H]([C@H]([C@@H]1O)O)O.[Au+],0.075928866,-2.6693,392.18,0.302325581
C4779,IVHBBMHQKZBJEU-UHFFFAOYSA-N,CCCCOc1nc2ccccc2c(c1)C(=O)NCCN(CC)CC.Cl,-3.558513134,4.6782,379.924,0.302631579
C5518,BWMMRMDCODVQBX-UHFFFAOYSA-N,CNC(=O)Nc1c(OCCN2CCCC2)c(OC)c2c(c1OC)cco2,-3.02815701,3.0777,363.408,0.302631579
C6882,SEKQJFKGECWXEL-UHFFFAOYSA-N,COc1ccc2c(c1)c(C)cc(n2)OCCNCCSS(=O)(=O)O,-2.162832689,3.5279,372.46,0.302631579
