Compound ID,InChIKey,SMILES,logS,logP,MW,similarity_scores_with_oral_bioavail_test_dataset
C1649,HNJBEVLQSNELDL-UHFFFAOYSA-N,O=C1CCCN1,1.0700001,0.2252,85.1045,0.243243243
C4589,HGBYUSPXUFKKJJ-UHFFFAOYSA-N,Clc1cc(OCCCCCNCCSS(=O)(=O)O)nc2c1cccc2,-3.670859787,5.0346,404.932,0.243589744
C4590,CKQHXOCXLJZGSX-UHFFFAOYSA-N,Clc1ccc2c(c1)nccc2OCCCCCNCCSS(=O)(=O)O,-3.670859787,5.0346,404.932,0.243589744
C5784,ZPOLNCDBPYJDSE-ZDUSSCGKSA-N,ClCCN(c1ccc(cc1)C[C@@H](C(=O)O)NC=O)CCCl,-2.859958905,2.7391,333.21,0.243589744
C6324,UEJUHUJBJZBBLW-UHFFFAOYSA-N,N/C(=N\CCCOc1ccccc1)/CSS(=O)(=O)O,-2.52104535,3.1298,304.386,0.243589744
C6660,INDBQLZJXZLFIT-UHFFFAOYSA-N,NCCCC(Nc1cc(OC)cc2c1nccc2)C,-2.304650307,3.556,259.347,0.243589744
C6979,MXAZVIZJOJQEGQ-UHFFFAOYSA-L,C1CCCN(CC1)/C=C/C=C/C=[N+]1CCCCCC1.C1CCCN(CC1)/C=C/C=C/C=[N+]1CCCCCC1.OC(=O)c1cc2ccccc2c(c1[O-])Cc1c([O-])c(cc2c1cccc2)C(=O)O.O.O,-2.102810156,12.1118,945.235,0.243589744
C7221,XUPSCTMGCXAJGL-AATRIKPKSA-N,COc1cc(/C=C/C(=O)N2CCCO2)cc(c1OC(=O)C)OC,-1.944657072,1.7441,321.325,0.243589744
C1742,QEFDFGVDVZTFAK-GGXMVOPNSA-N,CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OC[C@H]([C@@H](c1ccc(cc1)[N+](=O)[O-])O)NC(=O)C(Cl)Cl,-11.31996592,8.1787,647.627,0.243902439
C2609,XXLZPUYGHQWHRN-RPBOFIJWSA-N,CCC1=C(C[C@H]2NCCc3c2cc(OC)c(c3)OC)C[C@@H]2N(C1)CCc1c2cc(c(c1)OC)OC,-5.645775378,5.2743,478.623,0.243902439
C195,NFBOHOGPQUYFRF-UHFFFAOYSA-N,c1ccc2c(c1)Oc1c(O2)cccc1,-5.3099999,3.5846,184.191,0.243902439
C3153,HIMUQVQWNLSNKM-UHFFFAOYSA-N,Cc1cccc2c1nc1c(C)cccc1c2N,-4.9171696,4.1682,222.285,0.243902439
C3178,VYNAOUSMBOXWFE-UHFFFAOYSA-M,CC[N+](Cc1ccccc1)(CCOCCC1CCC2CC1C2(C)C)CC.[Br-],-4.88761531,2.5262,438.485,0.243902439
C3805,CSUWOZHJCIQEMQ-UHFFFAOYSA-N,Cc1c(N)ccc2c1nc1c(c2)ccc(c1C)N,-4.24497495,4.3316,237.3,0.243902439
C3910,UTMZWCTVPHAOJZ-UHFFFAOYSA-N,Cc1ccc(cc1)c1nc2c(o1)cccc2,-4.168372971,3.8032,209.243,0.243902439
C3976,QHCPEVCCVPNQHM-UHFFFAOYSA-N,c1ccc(cc1)Cc1nc2c(o1)cccc2,-4.122004229,3.4186,209.243,0.243902439
C4041,IDBPHNDTYPBSNI-UHFFFAOYSA-N,COCC1(CCN(CC1)CCn1nnn(c1=O)CC)N(c1ccccc1)C(=O)CC,-4.080942736,1.3218,416.517,0.243902439
C4147,PFPZRMUCMKVUEX-UHFFFAOYSA-N,CCCCCCCc1ccc(cc1O)O,-4.006937473,3.6107,208.297,0.243902439
C547,NRXQIUSYPAHGNM-UHFFFAOYSA-N,N#Cc1cc(I)c(c(c1)I)O,-3.6099999,2.47308,370.914,0.243902439
C6069,OWISXYQFTOYGRO-UHFFFAOYSA-N,N#Cc1ccc(c(c1)C)C,-2.673816176,2.17508,131.174,0.243902439
C856,WFJIVOKAWHGMBH-UHFFFAOYSA-N,CCCCCCc1ccc(cc1O)O,-2.5899999,3.2206,194.27,0.243902439
C7028,FWTLMXBRDIEOJQ-UHFFFAOYSA-N,CCCN1CCCN(C1=S)CCC,-2.071327397,1.9748,200.344,0.243902439
C7348,FIEYHAAMDAPVCH-UHFFFAOYSA-N,Cc1nc(=O)c2c([nH]1)cccc2,-1.844761935,1.2315,160.173,0.243902439
C7715,SZQIFWWUIBRPBZ-UHFFFAOYSA-N,CCN1C(=O)NC(C1=O)c1ccccc1,-1.587483488,1.5661,204.225,0.243902439
C7794,KCDXJAYRVLXPFO-UHFFFAOYSA-N,COc1cc(C=O)cc(c1O)OC,-1.533272957,1.2219,182.173,0.243902439
C7868,RGEVWUKXWFOAID-UHFFFAOYSA-N,CCC1(CC)C(=O)CCNC1=O,-1.4797314,1.2106,169.221,0.243902439
C1278,ZDVJGWXFXGJSIU-SSDOTTSWSA-N,CC(CC[C@H](O)C)C,-1.38,1.8034,116.201,0.243902439
C1329,CFVWNXQPGQOHRJ-UHFFFAOYSA-N,C=CC(=O)OCC(C)C,-1.21,1.3716,128.169,0.243902439
C9030,UUVDJIWRSIJEBS-UHFFFAOYSA-N,COc1ccc(cn1)N,-0.149192876,1.2536,124.141,0.243902439
C9120,ZFPGARUNNKGOBB-UHFFFAOYSA-N,CCN1CCCC1=O,0.006248949,0.5666,113.158,0.243902439
C9145,ZHFKPNWWDXTOHY-UHFFFAOYSA-L,[O-]C(=O)C(Cc1cnc[nH]1)N.[O-]C(=O)C(Cc1cnc[nH]1)N.[Co+2],0.0572747,-2.5406,367.226,0.243902439
C9171,CKKFZNCSQNYGKZ-UHFFFAOYSA-M,Brc1cccc(c1)C[N+](C)(C)C.[Br-],0.091927923,-0.3407,309.041,0.243902439
C9292,IZMJWGJGVGRWBW-UHFFFAOYSA-N,CCOC(=O)CCN(C)C,0.267779682,0.5012,145.2,0.243902439
C9425,RVSTWRHIGKXTLG-WCXIOVBPSA-N,O[C@@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)COC(=O)C(N(C(C)C)C(C)C)N(C(C)C)C(C)C,0.359969997,-0.3785,436.54,0.243902439
C9661,JLFNLZLINWHATN-UHFFFAOYSA-N,OCCOCCOCCOCCOCCO,0.622912409,-0.9626,238.278,0.243902439
C9811,IULJSGIJJZZUMF-UHFFFAOYSA-N,Oc1ccccc1S(=O)(=O)O,0.759026648,1.7197,174.174,0.243902439
C2400,RWYQWCPUSSPSER-LVEZLNDCSA-N,OC(=O)/C=C/C(=O)O.OC(=O)/C=C/C(=O)O.CCOC(=O)CN1CCN(CC1)CC1COC2(O1)c1ccccc1CCc1c2cccc1,-6.020408034,1.8818,668.688,0.244186047
C2723,BIFSHLDUWCDEME-WLHGVMLRSA-N,[O-]C(=O)/C=C/C(=O)O.COc1cc2C[NH+](CCCc3ccc(cc3)Cl)CCc2cc1OC,-5.471460032,2.8773,461.935,0.244186047
C1038,RRKTZKIUPZVBMF-DCOVJEKQSA-N,COc1cc2c(cc1OC)N1[C@H]3[C@]42CCN2[C@H]4C[C@@H]4[C@@H]3[C@H](CC1=O)OCC=C4C2,-2.0899999,2.1126,394.464,0.244186047
C1859,IECPWNUMDGFDKC-MZJAQBGESA-N,CC(=O)O[C@H]1C[C@]2([C@H](/C/1=C(/C(=O)O)\CCC=C(C)C)C[C@H]([C@@H]1[C@]2(C)CC[C@@H]2[C@]1(C)CC[C@H]([C@H]2C)O)O)C,-8.302983458,5.6661,516.709,0.244444444
C1899,VRRFWYJFMGDZAJ-UHFFFAOYSA-N,C[NH+](CCOC(C1c2ccccc2c2c1cccc2)C1c2ccccc2c2c1cccc2)C.[Cl-],-7.884950343,2.1451,468.029,0.244444444
C2271,WGOLRGXJPQEOEH-UHFFFAOYSA-N,CNCC1CCC2(C1)c1ccccc1C=Cc1c2cccc1.Cl,-6.29294962,5.6689,325.875,0.244444444
C2276,GFUKPDBFDRKRRO-YXLFCKQPSA-N,c1cc(/C=C/c2ccccc2)nc(c1)/C=C/c1ccccc1,-6.276268726,5.4224,283.366,0.244444444
C2621,ZAGQHNDTRBHZTO-UHFFFAOYSA-N,CCCC(COC(=O)N(CC)CC)(COC(=O)N(CC)CC)C,-5.62205371,3.7496,330.463,0.244444444
C2866,SWXGTCKIGMOVFI-UHFFFAOYSA-N,O=C1NC(=O)C2(C1)c1ccccc1CCc1c2cccc1,-5.266894631,2.4466,277.317,0.244444444
C3090,PLGBHXSQSNOWAZ-UHFFFAOYSA-N,CN(c1nc(c(o1)c1ccccc1)c1ccccc1)C,-5.003841879,4.0746,264.322,0.244444444
C3154,CVBGTAJIXYROKD-UHFFFAOYSA-N,Cc1cc(C)c2c(c1)c(N)c1c(n2)cccc1,-4.9171696,4.1682,222.285,0.244444444
C3534,KSMAGQUYOIHWFS-UHFFFAOYSA-N,CC(C1=NCCN1)Oc1c(Cl)cccc1Cl,-4.497432395,2.5268,259.132,0.244444444
C4231,UQZVCDCIMBLVNR-TWYODKAFSA-N,O=C(NS(=O)(=O)C)CCC/C=C\C[C@H]1C(=O)C[C@H]([C@@H]1/C=C/[C@H](COc1ccccc1)O)O,-3.939379349,3.2127,465.56,0.244444444
C4288,GXKPARDRBFURON-UHFFFAOYSA-N,C1CSC(SC1)c1ccccc1,-3.888144102,3.5553,196.332,0.244444444
C4732,YOFROOKXIBMQTF-UHFFFAOYSA-N,CC(=O)Oc1c(C(=O)O)c(OC(=O)C)c(c(c1Cl)C)Cl,-3.584961932,2.8506,321.11,0.244444444
C4981,FGCDXTDNXMUIEB-UHFFFAOYSA-N,CNC(=O)c1cc(Br)cc(c1O)C,-3.398497272,2.2136,244.085,0.244444444
C5138,XEDWWPGWIXPVRQ-UHFFFAOYSA-N,O=C(c1ccc(c(c1O)O)O)c1cc(O)c(c(c1)O)O,-3.284514255,1.1512,278.214,0.244444444
C5943,AMHZCJNIRZHOAJ-UHFFFAOYSA-N,Cc1nc(Nc2ccccc2)nc(n1)N,-2.753470849,2.16,201.228,0.244444444
C6230,REOJLIXKJWXUGB-UHFFFAOYSA-N,CCCCC1C(=O)NN(C1=O)c1ccccc1,-2.573765855,2.2646,232.278,0.244444444
C875,BFCFYVKQTRLZHA-UHFFFAOYSA-N,[O-][N+](=O)c1ccccc1Cl,-2.55,2.7714,157.554,0.244444444
C6318,VELIJARCYHAWJO-UHFFFAOYSA-N,CCC1(C(C=C(C)C)C)C(=O)NC(=O)NC1=O,-2.522794308,2.0087,238.283,0.244444444
C7121,MKLXZHHTNGKIQR-UHFFFAOYSA-N,OS(=O)(=O)SCCNCCNc1ccccc1,-2.024848804,2.7688,276.376,0.244444444
C1072,DSSYKIVIOFKYAU-OIBJUYFYSA-N,O=C1C[C@H]2C([C@]1(C)CC2)(C)C,-1.99,2.4017,152.233,0.244444444
C7170,DSSYKIVIOFKYAU-UHFFFAOYSA-N,O=C1CC2C(C1(C)CC2)(C)C,-1.978400234,2.4017,152.233,0.244444444
C1085,DPJCXCZTLWNFOH-UHFFFAOYSA-N,[O-][N+](=O)c1ccccc1N,-1.96,2.2814,138.124,0.244444444
C7275,OCYJXSUPZMNXEN-RKDXNWHRSA-N,OC[C@H]([C@@H](c1ccc(cc1)[N+](=O)[O-])O)N,-1.911782265,1.1713,212.203,0.244444444
C7646,NRVPCDAKWQWYRU-VAWYXSNFSA-N,CN(/N=N/c1ccc(cc1)C(=O)N)C,-1.628184508,2.0461,192.218,0.244444444
C7999,MIHADVKEHAFNPG-UHFFFAOYSA-N,[O-][N+](=O)c1cnc(s1)N,-1.359411975,1.7379,145.14,0.244444444
C8343,LOMFXRJCLQQSJH-UHFFFAOYSA-N,OCC1COC(O1)(C)CCl,-1.039834016,0.3491,166.603,0.244444444
C1404,SMQUZDBALVYZAC-UHFFFAOYSA-N,O=Cc1ccccc1O,-0.86000001,1.2047,122.121,0.244444444
C8543,JBWSEIGJTHGZRV-UHFFFAOYSA-N,O=C1Cc2ccccc2S(=O)(=O)N1,-0.85876186,1.4572,197.211,0.244444444
C8688,PHRHVYRRQVLATP-UHFFFAOYSA-N,O=C1C2C3CCC(C2C(=O)N1c1ccccc1)O3,-0.687104251,1.4184,243.258,0.244444444
C8787,IRTZMJWVZQYURE-UHFFFAOYSA-N,CN(C(=O)C(=O)N(N(C(=O)C)C)c1ccccc1)C,-0.534519571,0.5011,263.292,0.244444444
C8811,RHTNTTODYGNRSP-UHFFFAOYSA-N,c1ccc(cc1)CC1=NCCN1.Cl,-0.497181428,1.7972,196.677,0.244444444
C1827,IPPMKVWUPMOGFL-UHFFFAOYSA-N,OC(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)O.CCN(CCCC(Nc1cc(OC)cc2c1nccc2)C)CC,-8.686103474,8.6302,703.823,0.244897959
C1914,WAGUNVVOQBKLDL-UHFFFAOYSA-J,O=S(=O)(c1ccc(cc1)NC(S(=O)(=O)[O-])CC(S(=O)(=O)[O-])c1ccccc1)c1ccc(cc1)NC(S(=O)(=O)[O-])CC(S(=O)(=O)[O-])c1ccccc1.[Na+].[Na+].[Na+].[Na+],-7.730914114,7.989,892.832,0.244897959
C2618,JHKAMWMWNMZLLS-UHFFFAOYSA-N,CC(CN(c1cc(ccc1C)C(=O)O)CC(Cl)C)Cl,-5.624637716,3.7542,304.212,0.244897959
C2849,JEPRBUKYZNSROP-UHFFFAOYSA-N,OC(=O)c1cc(ccc1O)S(=O)(=O)[O-].COc1cc2c(cc1OC)CC[NH+](C2C(Cc1ccc(cc1)[N+](=O)[O-])C)C,-5.288398281,5.7704,588.626,0.244897959
C2867,BLJZBCPEUMJBTG-UHFFFAOYSA-N,C[NH+](CCCC1(CCCc2c1cccc2)c1ccccc1)C.[Cl-],-5.265545068,0.2377,329.907,0.244897959
C2955,PBTJOTZZTRRCSV-UHFFFAOYSA-N,OS(=O)(=O)SCCNCCCCCOc1cccc(n1)OCCCCCNCCSS(=O)(=O)O,-5.154040674,5.3744,561.757,0.244897959
C3146,AZVASGSKQTWFCU-UHFFFAOYSA-N,CNCCCC1(CC(c2c1cccc2)C)c1ccccc1.Cl,-4.923187667,5.6724,315.88,0.244897959
C3218,WXTVPMWCUMEVSZ-UHFFFAOYSA-N,OC(=O)c1cc(I)c(c(c1)I)N,-4.846362796,2.7574,388.929,0.244897959
C3262,DATKQKVGXFCKFD-UHFFFAOYSA-N,[O-]C(=O)C(CC(=O)O)(CC(=O)O)O.Cc1oc2c(c1)c(O)c1c(c2OCC(C[NH+](C(C)C)Cc2ccccc2)O)occc1=O,-4.786237835,0.2032,629.609,0.244897959
C3715,XEDRZUZYWQWFNN-UHFFFAOYSA-N,CC(CNc1nc(c(o1)c1ccccc1)c1ccccc1)O.Cl,-4.32924957,4.6763,330.809,0.244897959
C3719,QGCMBZODJHRGQM-UHFFFAOYSA-L,O=C(c1ccc(cc1)c1ccc(cc1)C(=O)C[n+]1ccccc1C)C[n+]1ccccc1C.[Br-].[Br-],-4.324264557,-1.6808,582.326,0.244897959
C4047,FWQYPLYAWXMHTR-UHFFFAOYSA-N,Oc1ccc(cc1)S(=O)(=O)N1C(=O)NC(=O)C1(c1ccccc1)c1ccccc1,-4.074557076,3.924,408.427,0.244897959
C4252,QEVHRUUCFGRFIF-MDEJGZGSSA-N,COc1ccc2c(c1)[nH]c1c2CCN2[C@@H]1C[C@H]1[C@@H](C2)C[C@H]([C@@H]([C@H]1C(=O)OC)OC)OC(=O)c1cc(OC)c(c(c1)OC)OC,-3.920833968,4.109,608.679,0.244897959
C4383,HAVJATCHLFRDHY-KSZYUSJVSA-N,COC(=O)C[C@@](C(=O)O[C@@H]1C(=C[C@]23[C@@H]1c1cc4OCOc4cc1CCN3CCC2)OC)(CCC(O)(C)C)O,-3.817101579,2.1285,531.595,0.244897959
C5360,XJRXTTURVBVZRR-ZHACJKMWSA-N,Clc1cccc(c1)/N=N/N(C)C,-3.128514243,2.9003,183.638,0.244897959
C5368,UCMKQLSOWSNOED-UHFFFAOYSA-N,NC(=N)c1ccc(cc1)OCCCOc1ccc(cc1)C(=N)N.Cl.Cl,-3.115964594,5.3067,385.288,0.244897959
C5404,VFZDNKRDYPTSTP-UHFFFAOYSA-N,O=C1OC(=O)C2(C(C1CC2)(C)C)C,-3.099225633,1.5123,182.216,0.244897959
C5669,WGSVFWFSJDAYBM-BQYQJAHWSA-N,C/C(=C\c1ccccc1)/[N+](=O)[O-],-2.933902655,2.8473,163.173,0.244897959
C5730,FXCPLDHPNOXGOM-UHFFFAOYSA-N,CCCCN1CCN(C1=O)CCCC,-2.895944074,2.2,198.305,0.244897959
C5738,MSDZXGWQPGEHBJ-UHFFFAOYSA-N,CN(c1c(=O)[nH]c(=O)n(c1C)C1CCCCC1)C,-2.889699321,1.4162,251.325,0.244897959
C6192,GUAZPUYTLMUTMA-ZHACJKMWSA-N,CN(/N=N/c1ccc(cc1)C(=O)O)C,-2.600368403,1.9451,193.203,0.244897959
C6800,GEDLJMYPQDMOSM-UHFFFAOYSA-N,CCCCN1CCN(C1=S)CCCC,-2.213894738,2.3649,214.371,0.244897959
C6859,YUTFQTAITWWGFH-UHFFFAOYSA-N,CC(=O)c1cc2c(o1)cccc2,-2.171967838,2.6354,160.169,0.244897959
C6871,VVNYEECDRVTLHM-UHFFFAOYSA-N,CCC(COC(=O)N(C)C)(CO)CC,-2.165084125,1.4833,203.279,0.244897959
C7226,JBQMFBWTKWOSQX-UHFFFAOYSA-N,OC(=O)C1CCc2c1cccc2,-1.938177112,1.801,162.185,0.244897959
C8272,PVDMXWQWDSFJFI-BBJSDXRSSA-O,CCCCCCOCN1C=C[NH+](/C/1=C/[NH+]=O)C.[Cl-],-1.119303278,-2.0007,276.783,0.244897959
C8570,IPHNUCBDRMZDOH-ALUHPYBCSA-O,O=[NH+]/C=C/1\N(COC2CCCCCC2)C=C[NH+]1C.[Cl-],-0.822401518,-1.8582,288.794,0.244897959
C9259,DFCDOVXJNHFKPW-UHFFFAOYSA-L,CC[N+](CCOc1ccc(cc1)OCC[N+](CC)(CC)C)(CC)C.[I-].[I-],0.227425295,-2.575,592.337,0.244897959
C9270,PCGWRXYZXVZXIN-UHFFFAOYSA-L,CC[N+](CCOc1ccc(cc1)OCC[N+](CC)(C)C)(C)C.[I-].[I-],0.248496861,-3.3552,564.284,0.244897959
C9576,ZGKNMKBZOSTFCB-UHFFFAOYSA-N,O=c1cc(cc(c(c1)O)O)C(=O)O,0.543073244,0.1562,182.13,0.244897959
C9596,XTWZHJXJIIUEJP-UHFFFAOYSA-N,CC(=O)Nc1ccc(cc1)C(=O)O.OCCN(C)C,0.571358301,0.9565,268.309,0.244897959
C1926,TZYLXYZBEHLNSG-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1c(C)cccc1C)CCBr,-7.628808935,5.1188,455.184,0.245283019
C2781,BPICBUSOMSTKRF-UHFFFAOYSA-N,Cc1cccc(c1NC1=NCCCS1)C,-5.391452625,2.7168,220.334,0.245283019
C2834,VMPGAQLGAMYZMS-UHFFFAOYSA-N,Brc1ccc(nc1)OCCCCCCCCCCNCCSS(=O)(=O)O,-5.304236198,5.941,469.457,0.245283019
C222,UNAHYJYOSSSJHH-UHFFFAOYSA-N,CCCN(c1c(cc(cc1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-])CCC,-5.1599998,4.6043,346.36,0.245283019
C230,UPQWMVAELITTGQ-UHFFFAOYSA-N,CCCC(=O)OCN1C(=O)NC(C1=O)(c1ccccc1)c1ccccc1,-5.0700002,3.0495,352.384,0.245283019
C3157,XSOOSXRNMDUWEM-GNAFDRTKSA-N,O=C1CC[C@](C(=O)N1)(C1CCN(CC1)Cc1ccccc1)c1ccccc1.Cl,-4.916052424,4.3419,398.926,0.245283019
C3495,BLGFGFHRMMDRPC-UHFFFAOYSA-N,CCOC1c2ccccc2C(=O)N(c2c1cccc2)C,-4.540553724,3.4675,267.322,0.245283019
C3725,UMPSEGNTCDIXFF-UHFFFAOYSA-N,Ic1ccc(nc1)OCCCCCCCNCCSS(=O)(=O)O,-4.318184209,4.6128,474.378,0.245283019
C3881,UOASDROHTULFOT-UHFFFAOYSA-N,C[NH+](CCCC1(c2ccccc2)c2ccccc2N(C1=O)C)C.[Cl-],-4.18548927,-1.0572,344.878,0.245283019
C4010,QMRJLXOCWJOZLU-UHFFFAOYSA-N,CC(=O)Nc1ccc2c(c1)cc1c(n2)cccc1,-4.106244205,3.4194,236.269,0.245283019
C4481,FMQVDNFQKSRNAK-UHFFFAOYSA-N,Brc1ccc(nc1)OCCCCCCCNCCSS(=O)(=O)O,-3.739826478,4.7707,427.377,0.245283019
C4506,KMBNZJHARRJKGJ-UHFFFAOYSA-N,CC[NH+](CC(C1(c2ccccc2)C(=O)Oc2c1cccc2)C)CC.[Cl-],-3.723027506,-0.5435,359.89,0.245283019
C556,WIDMDEHGDAFXAJ-HXUWFJFHSA-N,Nc1ccc(cc1)[S@@](=O)N(c1onc(c1C)C)C(=O)C,-3.5899999,3.3962,293.341,0.245283019
C5091,WITMQGCBPSZFPH-UHFFFAOYSA-M,CCC(C1(CC(=C)Br)C(=O)NC(=NC1=O)[O-])C.[Na+],-3.318943132,1.5249,325.134,0.245283019
C5155,IRGXGIZCHCTASM-UHFFFAOYSA-N,Ic1ccc(nc1)OCCCCCNCCSS(=O)(=O)O,-3.27673239,3.8326,446.325,0.245283019
C5233,ROAKRDRZFFSRSF-UHFFFAOYSA-N,Brc1ccc(nc1)OCCCCCCNCCSS(=O)(=O)O,-3.21837268,4.3806,413.351,0.245283019
C5243,NSFWQVLIKNSZQT-UHFFFAOYSA-N,OCC(c1ccccc1)(c1ccccc1)COC(=O)NC,-3.212329159,2.7119,285.338,0.245283019
C664,NQDJXKOVJZTUJA-UHFFFAOYSA-N,Cc1ccnc2c1[nH]c(=O)c1c(n2C2CC2)nccc1,-3.1900001,2.4783,266.298,0.245283019
C5462,LXHOGENDFZKPSF-UHFFFAOYSA-N,CN(c1ccc(cc1)C(c1ccc(cc1)N(C)C)(c1ccccc1)O)C,-3.062549395,4.1028,346.465,0.245283019
C6026,QTALKBKPQXGYGL-UHFFFAOYSA-N,Brc1ccc(nc1)OCCCCCNCCSS(=O)(=O)O,-2.697144508,3.9905,399.324,0.245283019
C6275,JKPNBDINHLNEKN-UHFFFAOYSA-N,COc1ccc(cc1)CCCCNCCCSS(=O)(=O)O,-2.551305457,4.0053,333.467,0.245283019
C6456,HQXBYBOVCDPXCB-UHFFFAOYSA-N,COc1cc(cc(c1)OC)Cc1cnc(nc1N)N,-2.439761699,2.4114,260.292,0.245283019
C6778,YTIJUXVIZLYQTB-UHFFFAOYSA-N,[O-]S(=O)(=O)[O-].C/N=C(/NCc1ccccc1)\[NH2+]C.C/N=C(/NCc1ccccc1)\[NH2+]C,-2.230807973,0.435,452.571,0.245283019
C6787,WRHGKVNXGAUMGD-UHFFFAOYSA-N,O=C(Nc1ncco1)Nc1ccccc1,-2.225140471,2.4646,203.197,0.245283019
C7112,GVAQGXFHYGHMRN-UHFFFAOYSA-N,COc1ccc(cc1)CCCCNCCSS(=O)(=O)O,-2.030164862,3.6152,319.44,0.245283019
C7177,AZAFEEYKBIEZPH-UHFFFAOYSA-N,CCCCOC1(OCCN(C1)C)c1ccccc1.Cl,-1.974924603,3.358,285.81,0.245283019
C7224,REFALBMIVDQKHY-UHFFFAOYSA-N,O=C1C(=CC(=O)c2c1cccn2)NCCCN1CCCCC1,-1.94218796,2.1389,299.368,0.245283019
C7750,NYOGEUOODGKWFZ-UHFFFAOYSA-N,OCCN(Cc1ccc2c(n1)cccc2)CCN(CC)CC.Cl.Cl.O,-1.568384384,3.9106,392.364,0.245283019
C8077,MAVAXPFTVGSHTB-UHFFFAOYSA-N,C1CNC(C1)c1c[nH]c2c1cccc2,-1.291934418,2.9212,186.253,0.245283019
C8162,AANLIOPOVSJZLY-UHFFFAOYSA-N,[O-][N+](=O)c1nccn1CC(CCl)O,-1.218897311,0.9142,205.599,0.245283019
C8503,WLOGRANXQCUIPF-UHFFFAOYSA-N,NCCS(=O)(=O)N1CCCCC1,-0.892992208,1.4798,192.279,0.245283019
C9170,RTKIYNMVFMVABJ-UHFFFAOYSA-L,CC[Hg]Sc1ccccc1C(=O)[O-].[Na+],0.091717699,1.5779,404.811,0.245283019
C2109,QGQNYQWNUGSMAB-UHFFFAOYSA-N,C1CCC(CC1)Nc1c2ccccc2nc2c1cccc2,-6.782546484,5.2056,276.375,0.245614035
C3229,MWIPQHBQBXDRQA-UHFFFAOYSA-N,CNCCCC1(C=C(c2c1cccc2)C)c1ccccc1.Cl,-4.835882932,5.5821,313.864,0.245614035
C4787,XEAVLJLNCQZBQI-UHFFFAOYSA-N,COc1ccccc1C1CCC2N(C1)CCCC2,-3.551595161,3.365,245.36,0.245614035
C5890,JTRRMFTWVJSBAA-UHFFFAOYSA-N,CN1CCN=C1Nc1ncc(s1)[N+](=O)[O-],-2.785478931,0.7343,227.244,0.245614035
C5914,ZGLVYSGVOOIUBG-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)CN(S(=O)(=O)N)C,-2.771966868,3.4098,269.148,0.245614035
C6931,AGCONKZAPKGEKI-UHFFFAOYSA-N,CCCOc1c(OC)cccc1C(=O)OCC[NH+](C)C.[Cl-],-2.134811637,-2.2107,317.808,0.245614035
C7256,ZYHGIAPHLSTGMX-UHFFFAOYSA-N,CC1CC(OC(=O)c2ccccc2)CC(N1)(C)C,-1.921999134,3.0913,247.333,0.245614035
C1283,HNBDRPTVWVGKBR-UHFFFAOYSA-N,CCCCC(=O)OC,-1.36,1.3496,116.158,0.245614035
C8443,SLKWSZYSOUHYME-UHFFFAOYSA-N,CCOC(=O)N1CCNCC1.Cl,-0.944882214,1.1168,194.659,0.245614035
C8475,WAFIYOULDIWAKR-UHFFFAOYSA-N,CCC(c1ccccc1)(COC(=O)N)O,-0.92271508,2.0798,209.242,0.245614035
C2757,AJGPJHWDEKEBDM-UHFFFAOYSA-N,CNCCCC1(OC(c2c1cccc2)(C)C)c1ccc(cc1)Cl.Cl,-5.433533963,6.0414,366.325,0.245901639
C3415,MBZDFRQDGNXUKS-WUKNDPDISA-N,CN(Cc1ccccc1)/N=N/c1ccc(cc1)C(=O)O,-4.614731451,3.5155,269.298,0.245901639
C3662,LZNWYQJJBLGYLT-UHFFFAOYSA-N,O=C(C1=C(O)c2sccc2S(=O)(=O)N1C)Nc1ccccn1,-4.379192906,2.7342,337.374,0.245901639
C4433,ZBJBRUSGEJORQL-UHFFFAOYSA-N,NC(=O)Oc1ccc(cc1)Cc1ccccc1,-3.776630866,3.4352,227.259,0.245901639
C4628,VJTAPTNTBCXQPO-UHFFFAOYSA-N,NC1=NCC(O1)CN1CCN(CC1)c1ccc(c(c1)Cl)Cl,-3.65037904,1.9677,329.225,0.245901639
C5272,WPLQCARIFVAYOT-UHFFFAOYSA-N,N#CC(=NNc1ccc(cc1)[N+](=O)[O-])C#N,-3.184491659,2.00606,215.168,0.245901639
C6024,XRZMRABYCSOXIZ-UHFFFAOYSA-N,OCc1ccccc1OCc1ccccc1,-2.69950546,2.7579,214.26,0.245901639
C6111,KFZMXOLSYABOSE-UHFFFAOYSA-O,CC[N+](CCC(c1ccccc1)(c1ccccc1)C(=O)N)(C)C,-2.654537864,3.6447,311.441,0.245901639
C6512,MEDQPHZEAUFCTK-UHFFFAOYSA-N,O=C1CC(=NN1Cc1ccccc1)C,-2.400207025,1.1683,188.226,0.245901639
C6726,VTAGVKVPFBOVRM-UHFFFAOYSA-N,CC[N+](CCC(c1ccccc1)(c1ccccc1)C(=O)N)(C)C.[Br-],-2.26093895,0.6487,391.345,0.245901639
C7220,PPXIIWYEVFSUCR-UHFFFAOYSA-N,CN1CCN(CC1)c1nc(NC(=O)C)nc(c1C)Cl,-1.945095319,1.2245,283.757,0.245901639
